基金全称,基金简称,基金代码,基金类型,发行日期,成立日期/规模,净资产规模,份额规模,基金管理人,基金托管人,基金经理人,成立来分红,管理费率,托管费率,销售服务费率,最高认购费率,业绩比较基准,跟踪标的,最高申购费率,最高赎回费率,规模_亿元,成立日期
中信保诚四季红混合型证券投资基金,中信保诚四季红混合A,550001,混合型-灵活,2006年04月05日,2006年04月29日 / 30.063亿份,4.81亿元（截止至：2025年12月31日）,4.8728亿份（截止至：2025年12月31日）,中信保诚基金,农业银行,吴昊,每份累计1.90元（28次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,沪深300指数收益率*62.5%+中债综合财富(总值)指数收益率*37.5%,该基金无跟踪标的,,,4.81,2006-04-29
中信保诚精萃成长混合型证券投资基金,中信保诚精萃成长混合A,550002,混合型-偏股,2006年10月23日,2006年11月27日 / 32.708亿份,9.55亿元（截止至：2025年12月31日）,10.1081亿份（截止至：2025年12月31日）,中信保诚基金,建设银行,王睿,每份累计1.00元（12次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*80%+中债综合财富(总值)指数收益率*20%,该基金无跟踪标的,,,9.55,2006-11-27
中信保诚盛世蓝筹混合型证券投资基金,中信保诚盛世蓝筹混合,550003,混合型-偏股,2008年04月10日,2008年06月04日 / 4.558亿份,0.97亿元（截止至：2025年12月31日）,0.6535亿份（截止至：2025年12月31日）,中信保诚基金,建设银行,吴昊,每份累计2.46元（8次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,沪深300指数收益率*80%+中证综合债指数收益率*20%,该基金无跟踪标的,,,0.97,2008-06-04
中信保诚优胜精选混合型证券投资基金,中信保诚优胜精选混合A,550008,混合型-偏股,2009年07月22日,2009年08月26日 / 23.563亿份,20.46亿元（截止至：2025年12月31日）,13.2122亿份（截止至：2025年12月31日）,中信保诚基金,建设银行,王睿、吴昊,每份累计1.41元（5次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证800指数收益率*80%+中证综合债指数收益率*20%,该基金无跟踪标的,,,20.46,2009-08-26
中信保诚中小盘混合型证券投资基金,中信保诚中小盘混合A,550009,混合型-偏股,2010年01月08日,2010年02月10日 / 6.039亿份,2.27亿元（截止至：2025年12月31日）,0.5289亿份（截止至：2025年12月31日）,中信保诚基金,建设银行,孙浩中,每份累计0.90元（4次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证中小盘700指数收益率*80%+中证综合债指数收益率*20%,该基金无跟踪标的,,,2.27,2010-02-10
中信保诚至远动力混合型证券投资基金,中信保诚至远动力混合A,550015,混合型-偏股,2012年12月05日,2012年12月12日 / 30.928亿份,2.28亿元（截止至：2025年12月31日）,0.809亿份（截止至：2025年12月31日）,中信保诚基金,中国银行,王睿,每份累计0.00元（0次）,1.20%（每年）,0.18%（每年）,0.00%（每年）,0.00%（前端）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中证综合债指数收益率*20%,该基金无跟踪标的,,,2.28,2012-12-12
中信保诚至远动力混合型证券投资基金,中信保诚至远动力混合C,550016,混合型-偏股,2012年11月28日,2012年12月12日 / 30.928亿份,0.88亿元（截止至：2025年12月31日）,0.2213亿份（截止至：2025年12月31日）,中信保诚基金,中国银行,王睿,每份累计0.00元（0次）,1.20%（每年）,0.18%（每年）,0.35%（每年）,0.60%（前端）,沪深300指数收益率*60%+恒生指数收益率(使用估值汇率折算)*20%+中证综合债指数收益率*20%,该基金无跟踪标的,0.00%（前端）,1.50%（前端）,0.88,2012-12-12
中信保诚四季红混合型证券投资基金,中信保诚四季红混合A,551001,混合型-灵活,2006年04月05日,2006年04月29日 / 30.063亿份,4.81亿元（截止至：2025年12月31日）,4.8728亿份（截止至：2025年12月31日）,中信保诚基金,农业银行,吴昊,每份累计1.90元（28次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,沪深300指数收益率*62.5%+中债综合财富(总值)指数收益率*37.5%,该基金无跟踪标的,,,4.81,2006-04-29
益民红利成长混合型证券投资基金,益民红利成长混合,560002,混合型-偏股,2006年10月23日,2006年11月21日 / 8.476亿份,2.78亿元（截止至：2025年12月31日）,3.9737亿份（截止至：2025年12月31日）,益民基金,华夏银行,关旭,每份累计0.45元（6次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.00%（前端）,沪深300指数收益率×65%+中证全债指数收益率×35%,该基金无跟踪标的,,,2.78,2006-11-21
益民创新优势混合型证券投资基金,益民创新优势混合A,560003,混合型-灵活,2007年06月18日,2007年07月11日 / 72.381亿份,4.04亿元（截止至：2025年12月31日）,2.95亿份（截止至：2025年12月31日）,益民基金,农业银行,张婷、马泉林,每份累计0.02元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,沪深300指数收益率*75%+中证全债指数收益率*25%,该基金无跟踪标的,,,4.04,2007-07-11
益民核心增长灵活配置混合型证券投资基金,益民核心增长混合,560006,混合型-灵活,2012年07月09日,2012年08月16日 / 11.560亿份,0.25亿元（截止至：2025年12月31日）,0.1728亿份（截止至：2025年12月31日）,益民基金,光大银行,王勇、关旭,每份累计0.00元（0次）,0.90%（每年）,0.20%（每年）,'---（每年）,1.00%（前端）,60%*沪深300指数收益率+40%*中证全债指数收益率,该基金无跟踪标的,,,0.25,2012-08-16
诺德价值优势混合型证券投资基金,诺德价值优势混合,570001,混合型-偏股,2007年04月16日,2007年04月19日 / 79.070亿份,22.95亿元（截止至：2025年12月31日）,7.8463亿份（截止至：2025年12月31日）,诺德基金,建设银行,罗世锋,每份累计0.43元（1次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,80%×沪深300指数+20%×上证国债指数,该基金无跟踪标的,,,22.95,2007-04-19
诺德成长优势混合型证券投资基金,诺德成长优势混合,570005,混合型-偏股,2009年08月10日,2009年09月22日 / 5.147亿份,1.23亿元（截止至：2025年12月31日）,0.8976亿份（截止至：2025年12月31日）,诺德基金,建设银行,郝旭东、郭纪亭,每份累计1.97元（3次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,沪深300指数×80%+上证国债指数×20%,该基金无跟踪标的,,,1.23,2009-09-22
诺德中小盘混合型证券投资基金,诺德中小盘混合,570006,混合型-偏股,2010年05月24日,2010年06月28日 / 3.636亿份,0.30亿元（截止至：2025年12月31日）,0.3397亿份（截止至：2025年12月31日）,诺德基金,中国银行,朱明睿,每份累计0.93元（3次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,中证700指数×80%+上证国债指数×20%,该基金无跟踪标的,,,0.3,2010-06-28
诺德周期策略混合型证券投资基金,诺德周期策略混合,570008,混合型-偏股,2012年02月13日,2012年03月21日 / 5.679亿份,9.88亿元（截止至：2025年12月31日）,2.2636亿份（截止至：2025年12月31日）,诺德基金,中国银行,罗世锋、陈国光,每份累计0.90元（3次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,沪深300指数×80%+金融同业存款利率×20%,该基金无跟踪标的,,,9.88,2012-03-21
诺德主题灵活配置混合型证券投资基金,诺德灵活配置混合,571002,混合型-灵活,2008年10月08日,2008年11月05日 / 2.387亿份,0.10亿元（截止至：2025年12月31日）,0.0739亿份（截止至：2025年12月31日）,诺德基金,建设银行,朱红,每份累计1.27元（2次）,1.20%（每年）,0.20%（每年）,'---（每年）,1.20%（前端）,60%×沪深300指数+40%×上证国债指数,该基金无跟踪标的,,,0.1,2008-11-05
东吴嘉禾优势精选混合型开放式证券投资基金,东吴嘉禾优势精选混合A,580001,混合型-灵活,2004年12月20日,2005年02月01日 / 10.295亿份,9.74亿元（截止至：2025年12月31日）,5.6288亿份（截止至：2025年12月31日）,东吴基金,工商银行,刘元海,每份累计2.18元（9次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,(上证180指数*60%+深证100指数*40%)*65%+中证全债指数*35%,该基金无跟踪标的,,,9.74,2005-02-01
东吴价值成长双动力混合型证券投资基金,东吴双动力混合A,580002,混合型-偏股,2006年11月21日,2006年12月15日 / 21.442亿份,1.88亿元（截止至：2025年12月31日）,3.241亿份（截止至：2025年12月31日）,东吴基金,农业银行,张浩佳,每份累计1.50元（8次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,80%*沪深300指数收益率+20%*中证全债指数收益,该基金无跟踪标的,,,1.88,2006-12-15
东吴行业轮动混合型证券投资基金,东吴行业轮动混合A,580003,混合型-偏股,2008年03月17日,2008年04月23日 / 31.731亿份,1.14亿元（截止至：2025年12月31日）,1.982亿份（截止至：2025年12月31日）,东吴基金,华夏银行,赵梅玲,每份累计0.31元（3次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数*75%+中证全债指数*25%,该基金无跟踪标的,,,1.14,2008-04-23
东吴进取策略灵活配置混合型开放式证券投资基金,东吴进取策略混合A,580005,混合型-灵活,2009年03月30日,2009年05月06日 / 10.486亿份,0.30亿元（截止至：2025年12月31日）,0.2508亿份（截止至：2025年12月31日）,东吴基金,农业银行,赵梅玲,每份累计0.52元（2次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数*65%+中证全债指数*35%,该基金无跟踪标的,,,0.3,2009-05-06
东吴新经济混合型证券投资基金,东吴新经济混合A,580006,混合型-偏股,2009年11月12日,2009年12月30日 / 8.009亿份,1.59亿元（截止至：2025年12月31日）,1.0564亿份（截止至：2025年12月31日）,东吴基金,建设银行,徐慢,每份累计0.39元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,75%×沪深300指数+25%×中证全债指数,该基金无跟踪标的,,,1.59,2009-12-30
东吴安享量化灵活配置混合型证券投资基金,东吴安享量化混合A,580007,混合型-灵活,2010年05月24日,2010年06月29日 / 4.340亿份,0.17亿元（截止至：2025年12月31日）,0.2455亿份（截止至：2025年12月31日）,东吴基金,工商银行,谭菁,每份累计0.58元（3次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*55%+中国债券综合全价指数收益率*45%,该基金无跟踪标的,,,0.17,2010-06-29
东吴新产业精选股票型证券投资基金,东吴新产业精选股票A,580008,股票型,2011年08月29日,2011年09月28日 / 2.816亿份,6.42亿元（截止至：2025年12月31日）,1.6509亿份（截止至：2025年12月31日）,东吴基金,建设银行,刘瑞,每份累计0.00元（0次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,中证新兴产业指数收益率*60%+恒生综合指数收益率*20%+中国债券综合全价指数收益率*20%,该基金无跟踪标的,,,6.42,2011-09-28
东吴多策略灵活配置混合型证券投资基金,东吴多策略混合A,580009,混合型-灵活,2013年01月04日,2013年01月30日 / 4.641亿份,0.55亿元（截止至：2025年12月31日）,0.2775亿份（截止至：2025年12月31日）,东吴基金,交通银行,张浩佳,每份累计0.76元（2次）,0.80%（每年）,0.20%（每年）,0.00%（每年）,1.20%（前端）,沪深300指数收益率*50%+中国债券综合全价指数收益率*50%,该基金无跟踪标的,,,0.55,2013-01-30
东吴配置优化灵活配置混合型证券投资基金,东吴配置优化混合A,582003,混合型-灵活,2012年07月11日,2012年08月13日 / 7.757亿份,0.45亿元（截止至：2025年12月31日）,0.1782亿份（截止至：2025年12月31日）,东吴基金,农业银行,周健,每份累计0.22元（1次）,1.20%（每年）,0.20%（每年）,0.00%（每年）,1.00%（前端）,沪深300指数收益率*50%+中国债券综合全价指数收益率*50%,该基金无跟踪标的,,,0.45,2012-08-13
